_eOHsW95pJaeJAX1LLgp3Q,USS Constitution,,93 Chelsea St,Boston,,02128,42.3725,-71.0566,4.5,10,1
_f_u_E3CeJSYvaCu7BAlcw,Dot Tavern,,840 Dorchester Ave,Boston,,02125,42.3222,-71.0566,4.0,13,0
_FBouuRbbq0Hl-m6ma46qg,The Beach House Cafe,,789 Adams St,Boston,,02124,42.2832,-71.0559,4.0,13,0
_Fo-bRaPWe8Xu3-CV5ZH5A,YO! Sushi,,79 Seaport Blvd,Boston,,02210,42.352,-71.0465,3.0,183,0
_G1_cG-9RJ5iFDN_3qIwlw,Starbucks,,283 Longwood Ave,Boston,,02115,42.3377,-71.1046,2.5,55,1
_GbGa9qpcr8U20FiOcLS4g,Su Su Gourmet,,70 Tyler St,Boston,,02111,42.3492,-71.0613,3.5,40,1
_GlIG_W-esLrNVlPUA-b4g,Vapiano,,191 Stuart St,Boston,,02116,42.3512,-71.0667,3.0,147,0
_gqSFOAbUyCt2FztBTj2Cw,Beacon Hill Market,,55 Anderson St,Boston,,02114,42.3593,-71.0677,3.0,20,0
_H63TVv7JmpEgY-X6D-H8Q,La Catrina,,1620 Commonwealth Ave,Boston,,02135,42.343,-71.1429,4.0,181,1
_hhslRlNybfuIKn4TSMrTg,Help My Headlights,,,Boston,,02127,42.3365,-71.0349,2.5,7,1
_hR3N-E6XHuRtnZ6vmfp9Q,M&J Teriyaki,,130 Jersey St,Boston,,02215,42.3424,-71.0966,4.0,38,1
_HWXgn_S6nSuCfo-VzM7RQ,The Maiden,,28 W Broadway,Boston,,02127,42.3427,-71.0565,4.5,85,0
_i-ik7oyJYZGLDYUvbVlrQ,Moon Villa Restaurant,,19 Edinboro St,Boston,,02111,42.3519,-71.0599,3.0,89,1
_io1bJDT7YaU1EpW3dSvPg,Giddy Up,,1 Franklin Park Rd,Boston,,02121,42.3028,-71.0877,2.0,5,1
_Ir9lKlLHPEmhRWcwTucRw,Provincetown II,,200 Seaport Blvd,Boston,,02210,42.3502,-71.041,3.5,8,1
_JrC9jl2sGjm3TQi1sm-wA,Hairo Salon,,161 Newbury St,Boston,,02116,42.3509,-71.0787,4.0,128,1
_Kwv3BX8_LVr0dMc2YlRig,Boston Rose Florist,,215 Newbury St,Boston,,02215,42.3502,-71.0813,3.5,5,0
_kYnoiwa39mPsVeoSxlFVg,Nails Spa By Time,,712 Huntington Ave,Boston,,02115,42.3343,-71.1039,3.0,92,1
_kYzkcPWSCoh6UHQJcmePA,Sam Adams,,Boston Logan International Airport,Boston,,02128,42.3632,-71.0255,4.0,26,1
_LfZVk_T4nFTc0OmAHO46Q,Purple Shamrock,,1 Union St,Boston,,02108,42.3606,-71.0566,2.5,149,0
_lGPJC9B63nHZjKznS6g3g,Mojitos Latin Lounge & Nightclub,,48 Winter St,Boston,,02108,42.3561,-71.0619,2.5,64,0
_LKiLLx7PvKwIBVwqvTt5g,A Clean Break,,651 E Sixth St,Boston,,02127,42.3329,-71.0344,5.0,5,0
_LLIO1lyRW2pu8q_AkUo5g,1000 Degrees Neapolitan Pizzeria,,45 Court St,Boston,,02108,42.3592,-71.059,3.5,35,0
_m6nifAtiuzj_1XUcLwttw,Museum of African American History,,46 Joy St,Boston,,02108,42.36,-71.0652,4.0,18,1
_mK206ylwnsLD62yS5jpCQ,The Verb Hotel,,1271 Boylston St,Boston,,02215,42.3455,-71.097,4.0,236,1
_MOCIQ2uHJ0YzPri6RhW5A,Eastside Market & Wine Shop,,474 E 8th St,Boston,,02127,42.3315,-71.0421,3.5,6,1
_muVoNc4H_H_557WJvVWWQ,Ostra,,1 Charles St S,Boston,,02116,42.3511,-71.0671,4.5,463,1
_N1A1PcqZqHJTTD2BbKZxw,Star Residential,,528 Tremont St,Boston,,02116,42.3447,-71.0704,4.5,12,1
_NJERlQrdASQgRPuDGTapQ,Copley Place,,100 Huntington Ave,Boston,,02116,42.3471,-71.0778,4.0,110,1
_njO6Ik0Pp_gEg-WolSxfA,Xi'An Street Foods,,182 Brighton Ave,Boston,,02134,42.3531,-71.1337,3.0,47,0
_NMimxCl-pr19RErX8FX1A,Uptown Downtown Cutters,,1 Bromfield St,Boston,,02108,42.3564,-71.0595,3.5,5,0
_npFEECjLGimUbLACGwuTQ,Icarus,,3 Appleton St,Boston,,02116,42.3467,-71.0698,3.5,73,0
_nPHDeWqacE5BVbGvRgIrg,Boloco,,133 Federal St,Boston,,02110,42.3543,-71.0564,4.0,117,1
_OVcp6o8ktAH9C1t_ZlZZg,Patriot Parking,,7 Haviland St,Boston,,02115,42.3465,-71.0884,3.0,9,1
_oyCZwHWFQcXTJ3Nd3qUTg,1st Class Auto Body,,86 Condor St,Boston,,02128,42.3827,-71.0377,4.5,28,1
_peo9F4t52ALw5aI1ntYHg,For Eyes Optical,,222 Newbury St,Boston,,02115,42.3498,-71.0811,3.5,17,0
_PigSCgwNgC07UAqH7oGcA,Las Delicias Colombianas 2,,1231 River St,Boston,,02136,42.2561,-71.1229,4.0,40,1
_qRVNSE6RwOXE58WlNNwaQ,Boston Sports Clubs,,505 Boylston St,Boston,,02116,42.351,-71.0748,3.0,181,1
_QUh5vFHSuw8R_uiFZ7XKQ,Parish Cafe and Bar,,361 Boylston St,Boston,,02116,42.3518,-71.0716,4.0,1418,1
_qWpPmbykCa7EgVjVdvszQ,Steve Madden,,324A Newbury St,Boston,,02115,42.3484,-71.086,3.0,12,0
_r-_-RwNGItX9BlloFU4Yg,Bill's Bar & Lounge,,5 Lansdowne St,Boston,,02215,42.3473,-71.095,3.5,63,1
_rFGIsI4O_15Cr5P6zni1w,anoush'ella,,35 W Newton St,Boston,,02118,42.3389,-71.074,4.0,252,1
_rjdyoAccnjGwLNpNQTVHg,Ki Bistro,,270 Babcock St,Boston,,02215,42.3527,-71.1211,3.5,54,0
_RKBMVvvP2WVFstB_XNa-A,Brighton Barber,,4 Chesnuthill Ave,Boston,,02135,42.3489,-71.1533,4.0,38,1
_rpGl5wR5oxbS3ky-_w3Mw,Geoclassics,,7 North Market,Boston,,02109,42.3605,-71.0548,4.0,30,0
_RWkck7niE8VJG3zLXK2ig,Silvertone,,69 Bromfield St,Boston,,02108,42.3571,-71.0609,4.0,866,1
_SxtS6y7SsazoXQ__EEjPg,Broadway's Best Pizza,,483 E Broadway,Boston,,02127,42.3352,-71.0455,4.0,20,1
_tarP_aapkchqX8FkybWtQ,Fenway Cafe,,61 Brookline Ave,Boston,,02215,42.3472,-71.0991,4.5,26,1
_tDureGgU3Zr9rq2MId3aw,Shake Shack,,322 Washington St,Boston,,02108,42.3568,-71.0587,2.0,31,1
_tkRmWRJpRDiXCzxNZSEIA,The Red Hat,,9 Bowdoin St,Boston,,02114,42.361,-71.063,3.5,258,1
_tLZZH6bKwebXwhheu7ZpA,CrimsonBikes - Giant Boston,,11 Kilmarnock St,Boston,,02215,42.3441,-71.1001,4.0,46,0
_tUY90JSf-UpUJGYB61VJg,Bostonian Tailoring,,34 Province St,Boston,,02108,42.357,-71.0598,5.0,85,1
_tXd_sUndIVi6eG3HAHtVw,Big Daddy's Hot Dog Stand,,Bolyston & Darthmouth,Boston,,02116,42.3501,-71.0773,4.5,12,1
_u0MybBp6PQgQ38p64d5JA,Borinquen Restaurant & Cafe,,112 Stoughton St,Boston,,02125,42.3154,-71.0613,4.0,43,0
_U302QnB8Xk5LS07xt5I0w,Doggie Daytrippers,,214 Shawmut Ave,Boston,,02118,42.3441,-71.067,2.5,44,0
_UbF-xYK_lCeIM9WCy6UXA,Intriguing Hair,,82 Fairmount Ave,Boston,,02136,42.2546,-71.1198,4.5,16,1
_uHRxg-ubFFfQHgkVQUdAQ,Snippers Hairclub for Dogs,,99 Savin Hill Ave,Boston,,02125,42.3121,-71.0549,4.0,23,1
_uQDTNb98k2XXknRi6VkVg,The UPS Store,,398 Columbus Ave,Boston,,02116,42.3445,-71.0764,2.5,35,1
_Uvzy3uBMAMgSoEOElxeog,Chinatown,,,Boston,,02111,42.3515,-71.0602,4.0,62,1
_vCiu6tvTqaHiT67caPBVw,GreCo,,200 Pier Four Blvd,Boston,,02210,42.352,-71.0428,4.5,52,1
_VEQpntwiMLUbNPLvxvwzA,Ruth's Chris Steak House,,45 School St,Boston,,02108,42.3581,-71.0593,4.0,835,1
_VGvGHDP--nNQxg1iKQ2qg,Michal Negrin,,1 Faneuil Hall Market Pl,Boston,,02109,42.3605,-71.0555,3.0,18,1
_vt0CcRdOJen7d4UH1Ai5w,Alex's Pizza,,582 Dorchester Ave,Boston,,02127,42.3423,-71.0673,3.0,7,1
_vTethSI_KGrwx3XcAuDxw,Peruvian Taste,,78 Arlington Ave,Boston,,02129,42.3872,-71.075,5.0,5,1
_w-j3Le-EbntGxA-SVWa5w,Great Hill Dental Partners Boston,,1610 Tremont St,Boston,,02120,42.3337,-71.104,3.0,37,1
_WuBodz2aJ_nlOD4wgaDgw,Ocean Tan Salon,,100 Dorchester St,Boston,,02127,42.3353,-71.0457,4.0,20,0
_wVe8RjBhhKQms2T5BBggA,Starbucks,,821 Washington St,Boston,,02111,42.349,-71.0642,2.5,31,1
_WWT20OYxWNMNqIqOf1iGA,Back Bay Dry Cleaners,,145 Dartmouth St,Boston,,02116,42.3474,-71.0753,2.5,7,0
_wyUZ7ZRs1kRDrdQgU7N6w,Brigham & Women's Hospital,,75 Francis St,Boston,,02115,42.3361,-71.1075,3.0,186,1
_X_nFuXPbLEa_LVWqgdxiw,Thirst Juice Co,,44 School St,Boston,,02108,42.3576,-71.0597,3.5,80,0
_x4l0Z-XyCa8ZBVBUm6ZKg,Islamic Society of Boston Cultural Center,,100 Malcolm X Blvd,Boston,,02120,42.331,-71.0934,5.0,6,1
_YB5QIVgxTUO0MHQWkm8rA,TeaMoji,,3 N Beacon St,Boston,,02134,42.3538,-71.1375,4.0,133,1
_YDqFh13o5rvUYd-iGcaQA,Salon Design / Cafe by Salon,,122 Charles St,Boston,,02114,42.3593,-71.0709,3.5,7,0
_ygLq7S9oPtVlVumKc1BHg,Sun Country Airlines,,1 Harborside Dr,Boston,,02128,42.3666,-71.0165,1.5,10,1
_YjeTTAAEu8Kk6gf0qMZNg,La Abundancia Bakery & Restaurant,,59 Meridian St,Boston,,02128,42.3718,-71.0389,4.5,23,1
_yQBMw83bIed1JF4Z2q2Lg,Nonno's,,252 Friend St,Boston,,02114,42.3643,-71.061,3.5,12,0
_YTvJC0fDyiRj-HHz5r8rw,Campus Trolley,,665 Commonwealth Ave,Boston,,02215,42.3497,-71.103,4.0,59,0
_YVgB-TaWxG5aj_8eLRKlw,Barberito's Barbershop,,652 Tremont St,Boston,,02118,42.3417,-71.0752,5.0,18,0
_z-EyhmK35oP8gI_obEFBQ,A Matter of Face,,,Boston,,02108,42.3549,-71.0661,4.5,38,1
_Z31yEgJBBCo-vv_qDnJcw,Qdoba Mexican Grill,,961 Commonwealth Ave,Boston,,02215,42.3519,-71.1194,3.0,44,0
_zd6Wa2oELH4RcJRP2fGnA,Dunkin',,715 Boylston St,Boston,,02116,42.3497,-71.08,3.5,46,1
_ZDAfXziy4P5B60vDoWcjw,New England Holocaust Memorial,,Congress St,Boston,,02109,42.3606,-71.0571,4.5,102,1
-__HJQRCcIYXDxbr66ERBw,CubeSmart Self Storage,,968 Massachusetts Ave,Boston,,02118,42.3291,-71.0681,2.5,13,1
-_946Xn2JntsJDD7ePialw,Cafe 57 & Grill,,5 Henshaw St,Boston,,02135,42.3494,-71.1497,4.0,13,0
-00d-Qb0q2TcWn-8LBHDZg,Baja Taco Truck,,Saint Mary's St & Commonwealth Ave,Boston,,02215,42.3501,-71.1066,3.0,70,1
-01HRl5IlEFydK_Tf5i-lQ,2nd Time Around,,82 Charles St,Boston,,02114,42.3582,-71.0708,3.0,39,0
-0Gbsd7ztvTyFpl7jF0DIw,Cafe Hemshin,,8 City Hall Ave,Boston,,02108,42.3577,-71.0593,4.0,76,0
-0XME_3EJtOIyiTaYUx4VQ,Frontpoint Home Security,,,Boston,,02108,42.3575,-71.0691,3.0,10,1
-1b5PAJFq9L-EXEzPkQFVg,Megabus,,,Boston,,02110,42.3613,-71.0483,2.0,473,1
-1DE1NuBc3EKfOpEQ6xsHw,Hampshire House,,84 Beacon St,Boston,,02108,42.356,-71.0711,4.5,42,1
-1pe6rwUOBDwJi_E6J6_Dw,The Etc Cafe,,70 Stanford St,Boston,,02114,42.385,-71.1136,3.0,16,0
-1sIJLX71taHD-BgbwY64Q,Crispy Dough Pizzeria,,1514 Tremont St,Boston,,02120,42.3322,-71.0996,3.0,118,1
-2hT_nT_uny6zqtjcpFFEA,Royal Palace Restaurant II,,70 Tyler St,Boston,,02111,42.3493,-71.0613,4.0,42,0
-2L14IsbcXlwN5wa2zQ9XQ,Flutistry Boston,,801A Tremont St,Boston,,02118,42.3382,-71.0832,2.5,5,1
-2UtEzUdRJILFWB9YlxQ3w,Pilgrim Parking,,50 Dalton St,Boston,,02115,42.347,-71.0857,2.0,5,1
-3FjSLA_bfyEY_qMT8N27Q,The Designers Leather Clothiers,,106 Charles St,Boston,,02114,42.3589,-71.0709,3.5,25,1
-3j6VETRXGiFPz51oOOP1Q,Berklee College of Music Bookstore,,1090 Boylston St,Boston,,02215,42.3468,-71.0883,3.0,9,1
-3OkvsjV-Gu9AMRuxjC2Mw,Tavern Road,,343 Congress St,Boston,,02210,42.3506,-71.0493,3.5,256,0
-4ORLtNklDgq3MbrOU4tGw,The Square Root,,2 Corinth St,Boston,,02131,42.2868,-71.1304,4.5,40,1
-5gWvrcKOPmhlcZju3tpbw,Flour Bakery + Caf?,,12 Farnsworth St,Boston,,02210,42.3512,-71.0487,4.5,1168,1
-5L9oiePBLNzbNTsbARLUA,CVS Pharmacy,,350 Longwood Avenue,Boston,,02215,42.3386,-71.1073,4.0,15,1
-68H1PxpVbAKiIoYjjW1fQ,Ziggy's Coffee Bar,,102 Tremont St,Boston,,02108,42.3571,-71.061,3.5,79,1
-68H7Qxquw6NdrS-vjmDrg,Poe's Kitchen At the Rattlesnake,,384 Boylston St,Boston,,02116,42.3513,-71.0719,3.0,382,0
-7mViF5PiylDOtmH7VCGvA,South End Eye,,681 Tremont St,Boston,,02118,42.3416,-71.0766,4.5,66,1
-8gJZM4xsFaFhHMjHugZcg,Mastro's Ocean Club,,25 Fan Pier Blvd,Boston,,02210,42.3546,-71.045,3.5,197,1
-938Hc5j1PCfPxNd_a-ruw,Geek Squad,,,Boston,,02108,42.3549,-71.0661,1.5,7,1
-a3QRm23RPmeKbQL6YyhNw,SoWa Vintage Market,,450 Harrison Ave,Boston,,02118,42.3427,-71.0654,4.0,33,1
-a76rxthgKkHTy_Xh8LCKg,The Colonnade Hotel,,120 Huntington Ave,Boston,,02116,42.3458,-71.0809,3.5,211,1
-aOAze_EeYIkRlOMvRmTSg,Brigham And Women's Hospital Program For Weight Management,,221 Longwood Ave,Boston,,02115,42.3372,-71.1021,4.0,8,1
-ArT0dXRlDup6rRDRhZYWw,Bad Dawgs,,334 Massachusetts Ave,Boston,,02115,42.3425,-71.0844,3.5,12,0
-bC1fMN5kQgFruzUR8E_RA,Tony C's Sports Bar & Grill,,250 Northern Ave,Boston,,02210,42.349,-71.0386,2.5,529,1
-bknA6O_8D3iG9H2fd0TOw,Nanning Wok,,465 W Broadway,Boston,,02127,42.3357,-71.0464,2.5,43,0
-BxFhPH2Ea8IQymXdk4yHA,Lefty's Silver Cart,,460 Harrison Ave,Boston,,02118,42.3426,-71.0655,4.0,23,1
-BXIA0X0eQgDVcvSahIbXA,Teavana,,800 Boylston St,Boston,,02199,42.3475,-71.082,2.5,111,0
-C5-YM_Vp9CsKXlSBUO32Q,Zoe Hair Studio,,40 Beach St,Boston,,02111,42.3514,-71.062,4.0,42,1
-ccHz9bHJN6cRKOTi7-VDg,Starbucks,,240 Washington St,Boston,,02108,42.3581,-71.0578,3.0,22,1
-CHlGEdV6LD8dM6-YUgJAQ,Einstein Bros Bagels,,725 Commonwealth Ave,Boston,,02215,42.3503,-71.1054,3.5,8,1
-CI8nJGvZe-JVspDMj7NFw,Airport Water Taxi,,300 Congress St,Boston,,02210,42.3515,-71.0498,4.0,12,1
-Cj0pQ8KI3kgdjul4Zpv6Q,Exotic Nails & Designs,,450 Hyde Park Ave,Boston,,02131,42.2851,-71.1187,2.5,54,1
-ckVNeO14UipGHbIczIBSA,Teavana,,2 Copley Pl,Boston,,02116,42.3474,-71.0783,1.5,37,0
-CxbIm-SqwKhXwpKV5s_uQ,Subway,,138 Cambridge St,Boston,,02114,42.361,-71.064,1.5,17,1
-D1qTCXdH5JnbHn53j1TYA,Ray's Sub Shop,,211 Harrison Ave,Boston,,02111,42.3481,-71.0625,4.0,9,0
-dC67tueQ-cYCFizG9xcnA,Boston Fenway Inn,,12 Hemenway St,Boston,,02115,42.3464,-71.0888,3.5,5,1
-dffSG7wyJJWb0MM9HRxUA,Kaya Restaurant,,581 Boylston St Lbby,Boston,,02116,42.3601,-71.0589,3.0,13,0
-DLLt-xD1iqHg-PKz7vz4A,Bead + Fiber,,460 Harrison Ave,Boston,,02118,42.3422,-71.0642,4.5,41,1
-DrOvB0aD3dA90TOK6dCQQ,Salon Euphoria,,44 School St,Boston,,02108,42.3577,-71.0596,4.0,73,0
-dyaWHa-RhofzII6R7NnaQ,Sorelle Bakery & Cafe,,100 Northern Ave,Boston,,02210,42.3524,-71.0434,3.0,21,1
-EEmJNd-ib0NLgcRtQCpPw,Avery Property Management,,597A Tremont St,Boston,,02118,42.3441,-71.0713,3.0,54,1
-Eg1pMVoWg8YR6-O4QuTxw,Fiouna's Persian Fusion Cuisine,,90 Peterborough St,Boston,,02215,42.3434,-71.099,4.0,158,1
-Ejrd3LITPWZEdlZ-MaaaQ,ScrubaDub Auto Wash Centers,,25 W Howell St,Boston,,02125,42.3259,-71.0598,3.0,45,1
-ESN4OXnSUwQ77yTCWLydQ,Pomaire Boston Chilean Grill,,540 Harrison Ave,Boston,,02118,42.3413,-71.0669,1.5,12,1
-FcdUpH4E50NqqOqagcMnQ,Pin Ming,,5 Beach St,Boston,,02111,42.3514,-71.0626,4.0,54,1
-FOu2jl2REz10wnZEkNugA,Local Roots,,402 Hanover St,Boston,,02113,42.3659,-71.053,4.0,7,0
-gbgBe9mxp7uFIUjrc1yxQ,Moon Flower House,,110 Brighton Ave,Boston,,02134,42.3527,-71.1304,4.5,121,1
-gdR559hH89jagbHzZb10w,Evergreen Eatery,,154 Green St,Boston,,02130,42.3105,-71.1065,4.5,99,1
-GWlNWi0FL6ZyMJyDDa40Q,Sarku Japan,,417 Washington St,Boston,,02108,42.356,-71.0604,3.0,22,1
-Gyr3VSDQnqzdzg-Iv228Q,Lulu's Bake Shoppe,,227 Hanover St,Boston,,02113,42.3629,-71.055,3.5,107,0
-HBbK_21bLM22PTnJVWB-Q,Four Preppy Paws,,103 Charles St,Boston,,02114,42.3591,-71.0707,3.5,14,0
-hETyj8axjPj_sKtUiaSvA,Swinging Tails,,133 Clarendon St,Boston,,02117,42.3488,-71.0736,5.0,10,1
-iOW4FIS61TbvsWH-vmhEQ,Ariana Restaurant,,384 Western Ave,Boston,,02135,42.3627,-71.1379,4.5,417,1
-iQO1GmmIReyXyFRYuA8Pw,La Piazza at Eataly Boston,,800 Boylston St,Boston,,02115,42.3477,-71.0825,3.0,16,1
-JREyY4vSEG4fz_Rkq_ZEA,RunBoston,,7005 Boylston St,Boston,,02116,42.3508,-71.0765,4.5,7,1
-lFa989eOrkY0f8gAK07Mw,Tory Burch,,100 Huntington Ave,Boston,,02116,42.347,-71.0785,3.0,9,1
-lo0puJjC8EdOfg05XQRxA,Black Market,,2136 Washington St,Boston,,02119,42.3316,-71.0818,5.0,6,0
-Ly-ExWbYvrVoVYHsSowSw,Pita Downtown,,125 Summer St,Boston,,02110,42.353,-71.0575,3.0,28,0
-MjbdxBDKtI1JYmbP2qxFw,CVS Pharmacy,,240 Newbury Street,Boston,,02116,42.3495,-71.0819,3.0,25,1
-MkRcrnxgM3xPRoXPPAnIg,Stork Laundry,,249 Dorchester St,Boston,,02127,42.3328,-71.0514,4.0,10,0
-mmODOXYYInMQJsNSZ0a3Q,Boston Deluxe,,177 Huntington Ave,Boston,,02115,42.3449,-71.0828,2.0,8,1
-n_qDyqJ6oq1yQb1qc0hsQ,RadioShack,,197 Mass Ave,Boston,,02115,42.3452,-71.0871,2.5,11,0
-N3skaTbbGYwpiTrBxKe_g,Pi Alley Parking,,275 Washington St,Boston,,02108,42.3577,-71.0583,2.0,18,1
-nCnq0M7tfIcD3AYjbdYjQ,Achilles-Persephone: The Achilles Project,,283 Summer St,Boston,,02210,42.3499,-71.0499,4.0,73,0
-nkzkVG04GjOmKa2scBGeQ,Park Street MBTA Station - Green & Red Line,,Park & Winter Streets,Boston,,02108,42.3575,-71.0609,2.5,27,1
-ohmG6K71AxLLf5u2bQ8JA,Supreme Pizza,,177 Massachusetts Ave,Boston,,02115,42.3458,-71.0874,3.0,132,1
-ot2Xzd_X1U4iw2uw-lCzA,South Boston Branch Public Library,,646 E Broadway,Boston,,02127,42.3356,-71.0354,3.5,9,1
-p9F79UO0SUYSEhMC0ZLKw,Anna's Taqueria,,242 Cambridge St,Boston,,02114,42.361,-71.068,3.5,384,1
-PBAG7L0zQ7PfnT7LdzHLA,Sun-Ah's Cafe,,503 Washington St,Boston,,02124,42.294,-71.072,3.5,6,0
-pK1SR3blPDEzYKwXk4L5Q,Coda,,329 Columbus Ave,Boston,,02116,42.3462,-71.075,4.0,600,0
-Qg0OVcQWSqfbTBLmzX75A,Copley Flair,,583 Boylston St,Boston,,02116,42.3503,-71.0767,3.5,20,0
-Qj1Hn4dI0M8_-MTRHEGjw,Dewberry Dogs & Cats,,357 W Broadway,Boston,,02127,42.3379,-71.0497,4.5,118,1
-qqxi_JaPN7qzfXo-e3PzQ,Sprinkles Ice Cream,,254 Faneuil Hall Market Pl,Boston,,02228,42.3601,-71.0547,3.0,60,1
-r3_DVHbUeJdSYv3seiv4w,honeygrow,,100 Northern Ave,Boston,,02210,42.3522,-71.0436,3.5,57,1
-Rp4EUgKtthoklOW0V_L_g,Boston Eyeworks,,1676 Dorchester Ave,Boston,,02122,42.2932,-71.062,3.5,19,1
-rSUXRgJVFXnpmiXztNFLw,Bombay Cafe,,175 Massachusetts Ave,Boston,,02115,42.3458,-71.0874,3.0,102,0
-RyZgaiT7aj_3zKKSZWLsA,The David Pakman Show,,,Boston,,02130,42.3097,-71.1151,4.5,27,1
-S_m_GBqkGEjABeO0FaxzA,State Street Provisions,,255 State St,Boston,,02109,42.3594,-71.0514,4.0,520,1
